Sample,DS001C_MRS_Blank_1_HILICMSneg_20231023.d,DS001C_MRS_Blank_2_HILICMSneg_20231023.d,DS001C_MRS_Blank_3_HILICMSneg_20231023.d,DS001C_MRS_Blank_4_HILICMSneg_20231023.d,DS001C_MRS_Blank_5_HILICMSneg_20231023.d,DS001C_MRS_Blank_6_HILICMSneg_20231023.d,DS001C_MRS_LGG_1_HILICMSneg_20231023.d,DS001C_MRS_LGG_2_HILICMSneg_20231023.d,DS001C_MRS_LGG_3_HILICMSneg_20231023.d,DS001C_MRS_LGG_4_HILICMSneg_20231023.d,DS001C_MRS_LGG_5_HILICMSneg_20231023.d,DS001C_MRS_LGG_6_HILICMSneg_20231023.d,DS001C_MRS_RC-14_1_HILICMSneg_20231023.d,DS001C_MRS_RC-14_2_HILICMSneg_20231023.d,DS001C_MRS_RC-14_3_HILICMSneg_20231023.d,DS001C_MRS_RC-14_4_HILICMSneg_20231023.d,DS001C_MRS_RC-14_5_HILICMSneg_20231023.d,DS001C_MRS_RC-14_6_HILICMSneg_20231023.d,DS001C_MRS_V1061_1_HILICMSneg_20231023.d,DS001C_MRS_V1061_2_HILICMSneg_20231023.d,DS001C_MRS_V1061_3_HILICMSneg_20231023.d,DS001C_MRS_V1061_4_HILICMSneg_20231023.d,DS001C_MRS_V1061_5_HILICMSneg_20231023.d,DS001C_MRS_V1061_6_HILICMSneg_20231023.d,DS001C_MRS_V195_1_HILICMSneg_20231023.d,DS001C_MRS_V195_2_HILICMSneg_20231023.d,DS001C_MRS_V195_3_HILICMSneg_20231023.d,DS001C_MRS_V195_4_HILICMSneg_20231023.d,DS001C_MRS_V195_5_HILICMSneg_20231023.d,DS001C_MRS_V195_6_HILICMSneg_20231023.d,DS001C_MRS_V336_1_HILICMSneg_20231023.d,DS001C_MRS_V336_2_HILICMSneg_20231023.d,DS001C_MRS_V336_3_HILICMSneg_20231023.d,DS001C_MRS_V336_4_HILICMSneg_20231023.d,DS001C_MRS_V336_5_HILICMSneg_20231023.d,DS001C_MRS_V336_6_HILICMSneg_20231023.d,DS001C_MRS_V339_1_HILICMSneg_20231023.d,DS001C_MRS_V339_2_HILICMSneg_20231023.d,DS001C_MRS_V339_3_HILICMSneg_20231023.d,DS001C_MRS_V339_4_HILICMSneg_20231023.d,DS001C_MRS_V339_5_HILICMSneg_20231023.d,DS001C_MRS_V339_6_HILICMSneg_20231023.d,DS001C_MRS_V347_1_HILICMSneg_20231023.d,DS001C_MRS_V347_2_HILICMSneg_20231023.d,DS001C_MRS_V347_3_HILICMSneg_20231023.d,DS001C_MRS_V347_4_HILICMSneg_20231023.d,DS001C_MRS_V347_5_HILICMSneg_20231023.d,DS001C_MRS_V347_6_HILICMSneg_20231023.d,DS001C_MRS_V368_1_HILICMSneg_20231023.d,DS001C_MRS_V368_2_HILICMSneg_20231023.d,DS001C_MRS_V368_3_HILICMSneg_20231023.d,DS001C_MRS_V368_4_HILICMSneg_20231023.d,DS001C_MRS_V368_5_HILICMSneg_20231023.d,DS001C_MRS_V368_6_HILICMSneg_20231023.d,DS001C_MRS_V369_1_HILICMSneg_20231023.d,DS001C_MRS_V369_2_HILICMSneg_20231023.d,DS001C_MRS_V369_3_HILICMSneg_20231023.d,DS001C_MRS_V369_4_HILICMSneg_20231023.d,DS001C_MRS_V369_5_HILICMSneg_20231023.d,DS001C_MRS_V369_6_HILICMSneg_20231023.d,DS001C_MRS_V370_1_HILICMSneg_20231023.d,DS001C_MRS_V370_2_HILICMSneg_20231023.d,DS001C_MRS_V370_3_HILICMSneg_20231023.d,DS001C_MRS_V370_4_HILICMSneg_20231023.d,DS001C_MRS_V370_5_HILICMSneg_20231023.d,DS001C_MRS_V370_6_HILICMSneg_20231023.d,DS001C_MRS_V371_1_HILICMSneg_20231023.d,DS001C_MRS_V371_2_HILICMSneg_20231023.d,DS001C_MRS_V371_3_HILICMSneg_20231023.d,DS001C_MRS_V371_4_HILICMSneg_20231023.d,DS001C_MRS_V371_5_HILICMSneg_20231023.d,DS001C_MRS_V371_6_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_1_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_2_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_3_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_4_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_5_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_6_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_1_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_2_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_3_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_4_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_5_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_6_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_1_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_2_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_3_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_4_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_5_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_6_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_1_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_2_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_3_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_4_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_5_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_6_HILICMSneg_20231023.d,DS001C_MRS-R_V195_1_HILICMSneg_20231023.d,DS001C_MRS-R_V195_2_HILICMSneg_20231023.d,DS001C_MRS-R_V195_3_HILICMSneg_20231023.d,DS001C_MRS-R_V195_4_HILICMSneg_20231023.d,DS001C_MRS-R_V195_5_HILICMSneg_20231023.d,DS001C_MRS-R_V195_6_HILICMSneg_20231023.d,DS001C_MRS-R_V336_1_HILICMSneg_20231023.d,DS001C_MRS-R_V336_2_HILICMSneg_20231023.d,DS001C_MRS-R_V336_3_HILICMSneg_20231023.d,DS001C_MRS-R_V336_4_HILICMSneg_20231023.d,DS001C_MRS-R_V336_5_HILICMSneg_20231023.d,DS001C_MRS-R_V336_6_HILICMSneg_20231023.d,DS001C_MRS-R_V339_1_HILICMSneg_20231023.d,DS001C_MRS-R_V339_2_HILICMSneg_20231023.d,DS001C_MRS-R_V339_3_HILICMSneg_20231023.d,DS001C_MRS-R_V339_4_HILICMSneg_20231023.d,DS001C_MRS-R_V339_5_HILICMSneg_20231023.d,DS001C_MRS-R_V339_6_HILICMSneg_20231023.d,DS001C_MRS-R_V347_1_HILICMSneg_20231023.d,DS001C_MRS-R_V347_2_HILICMSneg_20231023.d,DS001C_MRS-R_V347_3_HILICMSneg_20231023.d,DS001C_MRS-R_V347_4_HILICMSneg_20231023.d,DS001C_MRS-R_V347_5_HILICMSneg_20231023.d,DS001C_MRS-R_V347_6_HILICMSneg_20231023.d,DS001C_MRS-R_V368_1_HILICMSneg_20231023.d,DS001C_MRS-R_V368_2_HILICMSneg_20231023.d,DS001C_MRS-R_V368_3_HILICMSneg_20231023.d,DS001C_MRS-R_V368_4_HILICMSneg_20231023.d,DS001C_MRS-R_V368_5_HILICMSneg_20231023.d,DS001C_MRS-R_V368_6_HILICMSneg_20231023.d,DS001C_MRS-R_V369_1_HILICMSneg_20231023.d,DS001C_MRS-R_V369_2_HILICMSneg_20231023.d,DS001C_MRS-R_V369_3_HILICMSneg_20231023.d,DS001C_MRS-R_V369_4_HILICMSneg_20231023.d,DS001C_MRS-R_V369_5_HILICMSneg_20231023.d,DS001C_MRS-R_V369_6_HILICMSneg_20231023.d,DS001C_MRS-R_V370_1_HILICMSneg_20231023.d,DS001C_MRS-R_V370_2_HILICMSneg_20231023.d,DS001C_MRS-R_V370_3_HILICMSneg_20231023.d,DS001C_MRS-R_V370_4_HILICMSneg_20231023.d,DS001C_MRS-R_V370_5_HILICMSneg_20231023.d,DS001C_MRS-R_V370_6_HILICMSneg_20231023.d,DS001C_MRS-R_V371_1_HILICMSneg_20231023.d,DS001C_MRS-R_V371_2_HILICMSneg_20231023.d,DS001C_MRS-R_V371_3_HILICMSneg_20231023.d,DS001C_MRS-R_V371_4_HILICMSneg_20231023.d,DS001C_MRS-R_V371_5_HILICMSneg_20231023.d,DS001C_MRS-R_V371_6_HILICMSneg_20231023.d,DS001C_Waterblank_1_1_HILICMSneg_20231023.d,DS001C_Waterblank_2_1_HILICMSneg_20231023.d,DS001C_Waterblank_3_3_HILICMSneg_20231023.d,DS001C_Waterblank_4_4_HILICMSneg_20231023.d,DS001C_Waterblank_5_5_HILICMSneg_20231023.d,DS001C_Waterblank_6_6_HILICMSneg_20231023.d,DS001C_Waterblank_7_7_HILICMSneg_20231023.d,DS001C_Waterblank_8_8_HILICMSneg_20231023.d,DS001C_Waterblank_9_9_HILICMSneg_20231023.d
3-hydroxyanthranilic acid_152.0347_2.48,1694777,4391743,2937469,4647587,4541235,0,2833520,336215,1293649,4367878,4336504,7710829,508967,9894519,4419689,686405,765369,5077185,5864451,6478830,6270452,2566311,6214471,5126112,5412944,1061319,4852412,2011144,5352587,1877624,3029943,2546022,2984319,7201574,6228282,2012180,1799248,924429,6082189,2270975,1577080,336789,13364002,10112934,885540,10167017,12923273,8272057,1096923,10364007,1852974,1053528,2885821,6994756,1289821,12412143,1554562,6518220,8452169,1700236,5325314,1170193,382862,1294704,770482,4620,4185017,3865725,1936684,2059718,2264033,4410758,1538385,1062963,1477577,4364776,2374764,1789760,8495088,4791529,3500597,493539,11797417,13674047,42617,12213218,1754627,4857820,3578831,2138658,1425793,1038948,1377500,1716642,5755593,2296681,5299732,1602017,5555057,5550256,1225743,1096938,170712,262979,3328285,1061223,7709522,1796440,758140,39957,4496712,78397,1426376,6273593,16723178,14651475,161018,15529617,182285,1356232,15715616,10486417,14297858,295277,392590,523386,1811220,1746834,12230638,2898084,16806857,376107,144320,1771934,5209994,241943,6800554,1057515,2087102,10265392,2043367,1396211,740745,4283548,0,16353,50714,7572,9695,3171,8856,0,4853
3-hydroxykynurenine_223.07191_5.131,2497054,2003811,2666470,1904186,1997833,0,380243,1742687,279103,131650,566469,375623,1166176,1275611,1450156,1644434,1409974,1263594,1295524,1664562,1677566,1778359,1886084,1833895,1465419,1859844,1615368,1794467,1657865,1698545,2684344,2656554,2471581,2760453,498413,2751039,2708274,2702205,2213360,2996759,2726731,2218941,1687318,2444726,1722907,2032373,1985370,1784672,1859155,2309519,3416056,1965808,1878041,3491396,1335851,1721582,2095537,1932722,1552742,2081408,1137763,1163828,0,1603538,820303,3227,2276972,2332922,1664376,2183068,2155013,1803859,2868582,1703461,1679653,1844079,1955626,1821500,121916,2034442,139981,684956,351396,260330,181607,592240,1086376,402444,714506,1119650,1869801,883680,1487796,1175374,1463115,991158,1037516,807201,981207,870068,1304364,1379158,142441,2333319,2215967,105843,1322781,63520,1228799,2331492,1591662,3273328,342239,1010883,81971,2016347,1593402,1170330,1018788,195240,927731,1306082,1747268,881404,2200707,2423263,734135,188651,282792,176382,45384,73291,27450,69453,1196606,1764463,906814,1327804,374399,1250601,1794316,1463866,1225339,323197,25689,21296,51952,7364,0,6321,8651,4553,6964
Indole-3-acetamide_173.07151_1.505,3385266,2040257,3545157,4054967,4708801,20524,4457479,6237871,3565744,3405016,3498085,4401995,5728282,4017461,3633647,3803485,3575732,3482624,4809065,5263885,3930605,4881528,3247343,274093,2306914,2248498,2577515,1191187,4140040,4192439,5435924,5373528,5328343,4741450,5474987,4650411,3215236,5750698,6750199,7680566,5508704,5948955,7004031,7671963,7380348,8925325,3874226,3904280,736310,4017620,1831866,3553709,1301824,3520044,4911179,6377020,2522884,2401928,3885546,3470494,2510273,1443180,265338,1632993,758609,0,3973190,2868673,4851246,3299276,3270081,3632432,4926274,4539228,4390716,3873504,4413615,5242204,4486705,3426222,4280741,4382717,4120805,4797045,925399,5683571,2826963,5132018,3306393,3804415,2434178,5132864,4858707,5173891,3881777,2729877,3650780,3059684,3995863,3442576,2601523,2716498,2648622,4145058,3418090,2912059,3748982,2584290,9919493,8047347,7127665,5941022,7302671,5803734,8154877,7180148,6358857,4035303,6716604,5327500,5785882,4495495,4802040,4341674,2344598,4187326,3829402,2331309,3384355,3457481,4497393,4086712,14066,4692748,4107285,364485,2454917,2936709,5834780,3566091,4558500,3064263,3242627,3330524,4021,6013,92117,3237,1943,0,5803,0,2700
Indole-3-acetonitrile_155.06095_1.403,1736942,3544595,4458296,2767402,2091639,14255,2307613,1535164,2794195,2473641,2997233,3402013,3718321,3372775,2634641,855608,1137859,2833425,777876,1241043,1097693,1059694,4199371,2956913,8539164,1779207,802726,3194527,8638558,7642008,3322950,3116363,3535276,537298,3524655,1132960,1243123,269108,410165,6687639,4600187,1144314,3453927,326623,4217075,2347484,3256233,3612513,3088061,4014403,751386,1061782,2215596,828301,1425748,2914630,459147,1512585,4946778,3115379,1108266,935435,590865,1750817,1666014,4557,3641617,3495050,93609,832006,5513188,1229176,1942391,4272334,3759874,4098579,81854,1099093,1024628,578072,3588723,5337299,3286535,1632565,85660,1919554,1823932,54802,1831736,462723,1953712,625944,520152,2704729,2799885,877624,239699,1669230,8306094,2340281,1873175,2428302,144463,951429,100293,1196170,930684,1736515,127472,5050035,1320743,1125374,528406,3528432,492490,3155924,1234487,961882,869543,796750,896212,3291327,323549,1217855,95332,3291620,2949801,424953,3188615,716021,417775,1257835,20137,3095758,2231020,2461675,2466121,2683925,3077407,2913248,2237954,1805141,2842840,829207,29048,8932,634071,0,3166,1566,10416,4450,0
Indole-3-acrylic acid_186.0555_2.558,6218793,5347071,5589469,6101378,5948085,7630,3215287,3323357,2759818,1763505,8323797,10560821,3376349,2925012,2632879,2927634,2433867,3526367,4237926,4562526,4300563,4667448,4910448,4280187,5644817,4721579,5399010,5128200,4940809,5082173,3595884,4650987,2649021,15396173,4565899,3005375,3189170,3243658,2765926,9607680,9161400,4478642,8350013,3513265,3175449,3108288,3713614,2370317,4219041,3523346,3973814,2518482,3062885,2531701,33367135,4051536,2698745,2925923,3336248,3601447,52414842,51140530,25955044,55915563,43697571,524884,2970054,2878668,3912968,3263583,3471027,3366930,1969077,2269312,2474751,5360589,1841196,1489641,7108364,10238917,7990351,5790463,6248871,5701099,2696619,1151747,796071,1041217,1144928,630274,1063223,643260,1690114,2011013,1519261,2812123,1817011,256589,2970574,2025008,1226424,5154096,1045909,1015628,1459167,4296328,1674870,2929697,1216728,19221912,1880498,1606093,3042600,2092109,697441,2677390,2625647,16519046,13099181,2433898,701151,2587130,1040744,20788617,2278997,1923210,10075492,2460855,1764918,1573525,705702,29927701,9589096,2699101,2592231,2106786,2247142,52322244,2907846,2327459,749877,936881,18324450,993149,8422,1992,3036370,67376,76733,61493,154894,20318,61523
Indole-3-butyric acid_202.08683_1.771,11996844,12251889,11409945,10601094,13797902,0,43596950,47411910,41368746,40647545,43721446,34162393,21199439,22546179,21107359,22389804,24042312,24139496,18305747,16187856,13912788,19045116,16551743,20231389,17695771,11383752,9036833,9892964,10318555,11575951,29837845,27816212,30768020,35142837,29610233,30581397,28498477,18482364,17212993,29729754,26701286,25256280,30799865,27219462,27826029,27804000,29219106,25116967,25611902,22670272,26875949,26654554,22282590,18536388,31094010,29270986,30120353,31852658,28448588,26999395,8660278,7842214,563296,12450914,4176308,27143,26091406,26722857,26988847,27455278,19733328,19745655,12276000,27045093,2485625,17097440,7913773,10765135,30814734,28665856,29975779,31033500,28430189,27935356,78820108,15734322,14875654,2180727,2025113,1142372,11435912,12679880,7555051,16339809,9145556,10541846,8092632,1555043,6429332,8378083,5623081,9292958,26128845,23483518,22312740,20224730,19884778,27417035,22777275,24105219,19303461,18201076,20302006,20804393,23223452,17005829,19968172,22584082,20913490,17118749,25121002,19871915,280359,319323,20559894,24857329,30390539,26793139,24572439,21723541,10241011,10669495,236445,19105553,16590070,16090547,12797614,12674385,9132815,18468701,20336997,18215620,21350489,21082753,18958,16076,75713,6037,0,2336,29559,15808,0
3-indole-pyurvic acid_202.05044_1.537,7148710,2204642,3206579,2369301,1960825,62659,1868236,5209260,3961401,141747,496797,1692739,2732167,2766180,883112,695384,2635141,3133783,2731140,5779277,1535700,1333177,4256751,340180,1289404,3013316,1973796,2679397,1822961,285299,1655628,4086959,1562701,2195829,1188046,5127251,3558966,3682582,4677198,1476174,2511487,2482313,3247485,2641181,2894628,2085998,3040242,3854581,906558,1884792,1692296,3145580,1786280,266503,992401,2135945,344051,1885093,1505665,1840207,133296,826669,129486,989691,521889,15095,5119582,2953421,2560604,156439,3220024,3495108,24826248,1150571,1805505,2745993,1232711,3039141,830052,2137589,550637,1170891,2363016,1234399,204733,1750946,2988512,1890196,2696157,805775,2244873,1403264,1038073,2839144,2377239,3270833,3124860,4367566,912073,1808939,549815,1528311,3063410,4269353,2234864,1853968,3249951,3673716,3519423,6625010,2020147,4414680,5590980,1937758,2707791,2313715,2714157,1997104,2756845,1427040,1472791,1519952,2171128,2466808,3582965,1882755,3801949,1395984,343498,2229420,4112829,572580,703094,299014,2607636,2833470,2388550,2708287,2390238,1549143,2219977,2660038,1246414,1850503,226186,4204,1512312,18998,6284,34606,15535,6852,77647
3-Methy2-oxindole-Indole-3-carbinol_146.06061_1.456,141302,294353,111124,235553,101718,14984,2680421,958640,645385,1775175,1489596,1320041,809473,113561,230898,67163,381629,1258648,217383,761166,58146,0,1143508,164018,97005,778615,111563,71147,169899,249063,471005,3190473,1642506,189492,1366948,1378863,650201,173105,62818,119543,691200,1606689,793048,916920,434334,1306566,145779,1150742,2436287,1748320,292757,121167,1356711,206843,1257616,2642577,656689,48560,84790,1417323,80947,60996,111953,482810,0,4682,296554,428678,89650,53762,1426296,1514117,202719,226016,205856,221604,148076,200705,303288,518350,245273,1030168,141353,1889424,2373462,706039,1696323,1017987,117531,75991,83461,156085,743865,1396006,137579,79410,83862,299981,27450,282645,344744,224187,1251916,387013,187094,1024812,227207,756011,785782,53933,240086,365855,550270,100442,198382,764740,439994,325892,848032,255218,1327354,84337,163144,340772,55951,129727,91344,257419,68774,319593,32662,532716,26475,1099775,147122,685104,1061318,987135,94449,30246,133079,23009,48794,109834,11446,48332,4838185,4378,0,4723,0,3739,0
3-Methylindole_130.0657_25.323,158766,1748685,0,1000713,1945435,22268,28861,21144,73640,444427,356910,1724034,24096,1576286,982387,1283244,1486573,0,0,1023352,0,1371091,1468935,224953,2991899,1044497,1892419,793207,0,1816663,1967351,1731993,264136,1740726,1949647,1864598,1826028,2112830,1290485,2182239,1917691,1462837,822826,691565,1588432,1726059,2756385,14136,48342,1831103,981795,602003,660356,1638539,1775471,595699,721753,1538699,1273706,1475906,37096,26010,269319,76737,5972,8485,1329418,863295,224090,78953,1345666,145149,3496483,3069455,2665629,2293300,852090,3148407,1226737,2370932,704741,2161411,1942187,1787397,3191295,1232210,1054311,525497,964363,615339,3225564,3507312,1694661,5213132,3952665,1727146,1701798,262045,3833384,65717,5087108,1435232,4188694,4057699,3861969,4442330,3883941,4863846,4951833,6649891,358802,5095574,6203824,4474924,4532347,4098838,998905,3683316,6396688,5173833,4345650,2732111,4583220,3991942,3995963,1957612,4974727,3847753,4457670,4770639,4454858,4208617,21745,4627678,6454981,1948410,632509,957010,3785481,2790968,3695276,5741333,3586827,4081130,2685,3049,158368,37023,553114,31171,34250,0,320570
4-Aminobenzoic acid_136.03988_2.752,18466612,7746516,11006844,4408278,13262406,16645,15687837,15801475,13463758,16067005,15458344,15320057,1395607,1426407,7765412,7778654,1527598,1187182,3609054,703730,18069299,2982074,617464,3157700,17783154,11347166,15224385,11515038,16702033,16577365,19192138,19892068,12965125,21730954,22656644,10193697,17351500,13173835,12861928,7152360,11111241,8919798,17460095,13204084,7766184,19240127,9243509,4885349,1610403,19638972,19458815,18344897,729958,20525854,18850315,6772729,6170703,1134285,2499711,1625166,365228,726532,1482988,7391969,1596938,0,10900140,11243753,9604741,11790924,10036113,19015912,9627953,297247,12393916,280929,10995747,16717005,14733304,16666717,958889,14778670,14891990,14971623,1595895,674064,323473,9012512,13902411,3810219,15253654,3552484,19675261,3502490,3815605,19381340,18122149,7158175,15019248,10954307,18479036,18678519,4503283,6035025,7386071,12739067,1277472,732011,12669357,7540128,13107526,8659811,11973689,2247652,924431,7623868,681219,1470642,1187634,665718,1047695,750751,667819,12459684,1127355,681066,994643,469255,1040707,488293,1180917,1113233,48275,1060323,1887168,1305070,392846,931678,6901266,396165,2227781,2506066,10888649,673853,0,0,8978,0,0,0,0,0,0
